utr,amount_gross,commission,gst,settled_amount,settled_dt,txn_dt,payment_mode,issuing_bank,unit,raw_path,utr_txn_count,confidence
YESAP60611409014,10075.0,65.86000000000001,8.2,10000.94,2026-03-02 04:13:55,2026-03-01 06:42:39,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,14,high
YESAP60615253073,16600.0,0.0,0.0,16600.0,2026-03-02 13:24:07,2026-03-01 18:12:18,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,3,high
YESAP60621733652,15678.0,169.51,21.06,15487.43,2026-03-03 06:38:31,2026-03-02 08:44:04,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,14,high
YESAP60625380858,22000.0,0.0,0.0,22000.0,2026-03-03 11:37:13,2026-03-02 19:51:35,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,2,high
YESAP60631483476,39677.0,212.26,38.21,39426.53,2026-03-04 06:56:45,2026-03-03 12:43:29,UPI_LITE,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,34,high
YESAP60635000224,29942.4,0.0,0.0,29942.4,2026-03-04 13:21:21,2026-03-03 08:47:55,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,4,high
YESAP60641089156,10017.0,30.72,5.53,9980.75,2026-03-05 03:42:40,2026-03-04 09:52:43,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,15,high
YESAP60644397189,6500.0,0.0,0.0,6500.0,2026-03-05 10:38:02,2026-03-04 15:04:21,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,3,high
YESAP60651843943,16470.0,164.6,29.42,16275.98,2026-03-06 04:53:29,2026-03-05 09:00:58,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,20,high
YESAP60653051158,9450.0,330.75,59.54,9059.71,2026-03-06 06:33:10,2026-03-05 15:39:57,DEBIT_CARD,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,1,high
YESAP60655185051,4551.5,89.3,16.07,4446.13,2026-03-06 10:39:00,2026-03-05 06:22:41,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,4,high
YESAP60662549927,12248.0,24.98,2.32,12220.7,2026-03-07 05:21:32,2026-03-06 08:21:01,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,25,high
YESAP60672905857,20882.0,84.48,15.21,20782.31,2026-03-08 05:35:53,2026-03-07 00:46:19,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,29,high
YESAP60675429703,4000.0,0.0,0.0,4000.0,2026-03-08 10:38:34,2026-03-07 12:03:09,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,2,high
YESAP60681392014,14712.0,94.45,9.99,14607.56,2026-03-09 03:08:25,2026-03-08 08:33:37,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,25,high
YESAP60682581345,1500.0,0.0,0.0,1500.0,2026-03-09 05:02:22,2026-03-08 15:25:45,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,1,high
YESAP60685255395,17001.0,0.0,0.0,17001.0,2026-03-09 10:38:28,2026-03-08 07:27:38,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,5,high
YESAP60693066763,8621.0,38.54,2.06,8580.4,2026-03-10 04:42:39,2026-03-09 09:57:17,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,15,high
YESAP60701890814,12771.0,38.83,5.59,12726.58,2026-03-11 04:21:58,2026-03-10 01:01:27,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,20,high
YESAP60702112136,3000.0,0.0,0.0,3000.0,2026-03-11 04:34:40,2026-03-10 14:34:30,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,1,high
YESAP60705507113,3000.0,0.0,0.0,3000.0,2026-03-11 10:40:36,2026-03-10 07:39:10,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,2,high
YESAP60710798384,12524.0,56.46,9.170000000000002,12458.37,2026-03-12 03:20:36,2026-03-11 09:18:51,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,21,high
YESAP60715444150,16254.0,0.0,0.0,16254.0,2026-03-12 10:40:33,2026-03-11 10:41:16,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,5,high
YESAP60721511720,3730.0,26.38,4.13,3699.49,2026-03-13 04:42:07,2026-03-12 08:14:06,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,8,high
YESAP60725429345,8000.0,0.0,0.0,8000.0,2026-03-13 10:36:37,2026-03-12 19:56:46,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,2,high
YESAP60730451571,10725.0,62.26,7.13,10655.61,2026-03-14 08:49:21,2026-03-13 08:37:58,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,15,high
YESAP60732827429,29595.8,808.35,145.5,28641.95,2026-03-14 10:36:51,2026-03-13 08:52:53,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,3,high
YESAP60741859145,9561.0,20.42,3.68,9536.9,2026-03-15 05:07:30,2026-03-14 09:11:53,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,15,high
YESAP60742863724,8500.0,92.95,16.740000000000002,8390.31,2026-03-15 05:59:00,2026-03-14 10:41:15,CREDIT_CARD,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,4,high
YESAP60745446597,5500.0,0.0,0.0,5500.0,2026-03-15 10:38:22,2026-03-14 22:07:14,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,1,high
YESAP60751801061,2000.0,0.0,0.0,2000.0,2026-03-16 10:40:00,2026-03-15 05:07:21,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,2,high
YESAP60758721379,12563.0,166.87,18.19,12377.94,2026-03-16 05:32:15,2026-03-15 19:11:05,CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,12,high
YESAP60759627008,1000.0,0.0,0.0,1000.0,2026-03-16 05:51:51,2026-03-15 21:06:17,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,1,high
YESAP60761041222,13201.0,109.81,18.13,13073.06,2026-03-17 03:18:39,2026-03-16 08:29:02,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,20,high
YESAP60761719060,10000.0,169.0,30.42,9800.58,2026-03-17 04:06:46,2026-03-16 09:47:55,CREDIT_CARD,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,1,high
YESAP60765444702,9000.0,0.0,0.0,9000.0,2026-03-17 10:36:07,2026-03-16 21:03:13,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,1,high
YESAP60771496874,5543.0,6.71,0.0,5536.29,2026-03-18 03:52:22,2026-03-17 08:44:31,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,10,high
YESAP60775387260,22143.760000000002,110.03,19.81,22013.92,2026-03-18 10:39:15,2026-03-17 08:51:57,DEBIT_CARD,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,4,high
YESAP60780495541,5500.0,42.25,7.61,5450.139999999999,2026-03-19 04:28:48,2026-03-18 06:58:57,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,2,high
YESAP60782642794,9656.0,8.09,0.0,9647.91,2026-03-19 05:00:45,2026-03-18 13:22:58,CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,10,high
YESAP60791124623,18050.0,80.89999999999999,5.36,17963.739999999998,2026-03-20 03:29:47,2026-03-19 08:22:28,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,20,high
YESAP60793096822,6000.0,50.7,9.13,5940.17,2026-03-20 04:45:14,2026-03-19 08:04:08,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,2,high
YESAP60795310385,37283.770000000004,392.11,70.58,36821.08,2026-03-20 10:38:19,2026-03-19 07:01:26,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,6,high
YESAP60801609470,19723.0,79.12,9.51,19634.37,2026-03-21 04:19:17,2026-03-20 07:14:13,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,32,high
YESAP60811735293,29039.0,290.35,48.550000000000004,28700.1,2026-03-22 04:23:17,2026-03-21 00:41:16,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,33,high
YESAP60812883183,9000.0,152.1,27.38,8820.52,2026-03-22 05:09:38,2026-03-21 22:21:06,CREDIT_CARD,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,1,high
YESAP60821629909,24285.0,286.08,49.07,23949.85,2026-03-23 03:53:52,2026-03-22 07:39:48,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,35,high
YESAP60825183862,1500.0,0.0,0.0,1500.0,2026-03-23 10:54:08,2026-03-22 08:03:28,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,1,high
YESAP60831630950,6417.0,48.5,6.09,6362.41,2026-03-24 03:32:46,2026-03-23 00:16:35,UPI_LITE,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,13,high
YESAP60835366949,8650.0,0.0,0.0,8650.0,2026-03-24 10:34:59,2026-03-23 08:17:02,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,3,high
YESAP60841706113,19248.0,54.449999999999996,1.48,19192.07,2026-03-25 04:23:43,2026-03-24 00:40:14,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,22,high
YESAP60842042697,59000.0,0.0,0.0,59000.0,2026-03-25 04:39:19,2026-03-24 06:51:35,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,1,high
YESAP60845315390,2000.0,0.0,0.0,2000.0,2026-03-25 10:36:16,2026-03-24 21:50:25,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,1,high
YESAP60851893790,14408.0,101.13,5.95,14300.92,2026-03-26 04:40:22,2026-03-25 13:00:30,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,20,high
YESAP60855434238,9500.0,0.0,0.0,9500.0,2026-03-26 10:39:28,2026-03-25 08:53:09,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,2,high
YESAP60862118043,10000.0,0.0,0.0,10000.0,2026-03-27 06:03:30,2026-03-26 12:01:20,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,3,high
YESAP60862596819,19665.0,44.120000000000005,6.0,19614.88,2026-03-27 06:29:51,2026-03-26 10:17:16,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,27,high
YESAP60865351581,19900.0,0.0,0.0,19900.0,2026-03-27 10:38:57,2026-03-26 11:03:05,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,4,high
YESAP60872354671,15502.0,56.53,10.17,15435.3,2026-03-28 05:09:34,2026-03-27 07:37:45,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,24,high
YESAP60872969482,14000.0,84.5,15.21,13900.29,2026-03-28 05:19:41,2026-03-27 11:13:43,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,4,high
YESAP60881745982,15461.0,14.0,0.0,15447.0,2026-03-29 04:28:35,2026-03-28 08:07:44,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,26,high
YESAP60884348285,1500.0,25.35,0.0,1474.65,2026-03-29 06:35:10,2026-03-28 23:26:33,CREDIT_CARD,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,1,high
YESAP60885325098,3500.0,0.0,0.0,3500.0,2026-03-29 10:37:56,2026-03-28 08:41:12,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,2,high
YESAP60892851964,36550.0,61.370000000000005,5.88,36482.75,2026-03-30 04:54:48,2026-03-29 08:26:55,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,26,high
YESAP60895315814,6500.0,0.0,0.0,6500.0,2026-03-30 10:40:14,2026-03-29 12:13:04,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,1,high
YESAP60901532296,10675.0,114.37,3.97,10556.66,2026-03-31 04:23:15,2026-03-30 07:33:26,CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,15,high
YESAP60903379439,1000.0,35.0,0.0,965.0,2026-03-31 05:18:55,2026-03-30 07:31:02,DEBIT_CARD,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE1).xlsx,1,high
YESAP60905849752,3200.0,0.0,0.0,3200.0,2026-03-31 10:37:26,2026-03-30 12:06:02,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,2,high
YESAP60913735649,4494.0,14.67,0.0,4479.33,2026-04-01 05:40:10,2026-03-31 07:32:11,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - MARCH 2026.xlsx,6,high
YESAP60916323377,14500.0,337.5,60.75,14101.75,2026-04-01 10:56:29,2026-03-31 15:56:44,UPI,,front_office,meet-recording/data_sheets_historical/mangal all data sheet/UPI STATMENT/PTM - MARCH 2026 (FRONT OFFICE).xlsx,2,high
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - OCTOBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - OCTOBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - OCTOBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - OCTOBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - OCTOBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - OCTOBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - OCTOBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - OCTOBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,f&b,meet-recording/data_sheets_historical/mangal all data sheet/F&B UPI/PTM - SEPTEMBER 2025 (F&B SERVICE).xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
,,,,,,,,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,1,low
